"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_desc","stop_timezone","wheelchair_boarding","level_id","platform_code"
"2309-NODE/8171441762","","Kae El Mejri","35.547072","-5.235696","","","0","","","","0","",""
"2309-NODE/8171441761","","Restinga","35.76637","-5.348635","","","0","","","","0","",""
"2309-NODE/8171441760","","Beni Salah","35.550764","-5.360733","","","0","","","","0","",""
"2309-NODE/6899394694","","Oued Laou","35.452116","-5.093082","","","0","","","","0","",""
"2309-NODE/6897145457","","Faculté Ossoul-Eddine","35.580337","-5.336859","","","0","","","","0","",""
"2309-NODE/6899394696","","Faculté Des Sciences","35.562339","-5.362924","","","0","","","","0","",""
"2309-NODE/6899394691","","Azla","35.550609","-5.242701","","","0","","","","0","",""
"2309-NODE/8171441783","","Bourras","35.559195","-5.384653","","","0","","","","0","",""
"2309-NODE/8188018840","","Boujarrah 3","35.587709","-5.35569","","","0","","","","0","",""
"2309-NODE/6897145353","","Café Bohour","35.61358","-5.283642","","","0","","","","0","",""
"2309-NODE/8196758071","","Trik","35.559135","-5.461428","","","0","","","","0","",""
"2309-NODE/8196758070","","Sahtrienne","35.560172","-5.467919","","","0","","","","0","",""
"2309-NODE/8196758073","","Grankha","35.559591","-5.44497","","","0","","","","0","",""
"2309-NODE/8196758072","","Khmis","35.557803","-5.453436","","","0","","","","0","",""
"2309-NODE/8196758075","","Traksat","35.561165","-5.433045","","","0","","","","0","",""
"2309-NODE/8196758074","","Dechrien","35.559556","-5.436518","","","0","","","","0","",""
"2309-NODE/8196758076","","Soussi","35.562725","-5.429261","","","0","","","","0","",""
"2309-NODE/8188220760","","Rif (Rommana)","35.565912","-5.393008","","","0","","","","0","",""
"2309-NODE/8193863905","","Cafe Terasa","35.574675","-5.389792","","","0","","","","0","",""
"2309-NODE/8193863904","","Pharmacie Semsa","35.575913","-5.396394","","","0","","","","0","",""
"2309-NODE/8193863903","","Ain Semsa","35.591366","-5.406244","","","0","","","","0","",""
"2309-NODE/8193863902","","Route Semsa 2","35.582229","-5.401253","","","0","","","","0","",""
"2309-NODE/8193863901","","Route Semsa","35.578587","-5.399456","","","0","","","","0","",""
"2309-NODE/8193863900","","Pharmacie Semsa","35.575853","-5.396441","","","0","","","","0","",""
"2309-NODE/8191186412","","Mosquée El Aela","35.573734","-5.40249","","","0","","","","0","",""
"2309-NODE/6898570092","","Gorna Abattoirs","35.57038","-5.40396","","","0","","","","0","",""
"2309-NODE/8191086259","","Rommana","35.565491","-5.392422","","","0","","","","0","",""
"2309-NODE/2134361904","","Studio","35.74213","-5.343779","","","0","","","","0","",""
"2309-NODE/8188220742","","Afka","35.585949","-5.350889","","","0","","","","0","",""
"2309-NODE/8188220743","","Jbel Atlas","35.586609","-5.349218","","","0","","","","0","",""
"2309-NODE/8188220740","","Mohamed Al Kharaz 4","35.583863","-5.352418","","","0","","","","0","",""
"2309-NODE/6907541829","","Kallaline","35.592241","-5.359168","","","0","","","","0","",""
"2309-NODE/8188220741","","Jbel Toubkal","35.584993","-5.352177","","","0","","","","0","",""
"2309-NODE/8188220746","","I.T.A","35.593126","-5.332238","","","0","","","","0","",""
"2309-NODE/8196766602","","Poste Electricité","35.568396","-5.464807","","","0","","","","0","",""
"2309-NODE/8188220744","","Mohamed El Yazidi","35.592501","-5.339873","","","0","","","","0","",""
"2309-NODE/8196766600","","Bousfiha","35.563107","-5.460258","","","0","","","","0","",""
"2309-NODE/6900310862","","Avenue Des Far - Rettaha","35.578154","-5.356204","","","0","","","","0","",""
"2309-NODE/6907426185","","Bennouna Boussafou","35.594674","-5.347742","","","0","","","","0","",""
"2309-NODE/6907426186","","Boujarrah","35.585068","-5.354026","","","0","","","","0","",""
"2309-NODE/8188220748","","Avenue D'Egypte","35.597995","-5.324634","","","0","","","","0","",""
"2309-NODE/8196137649","","Boulangerie El Morabet","35.557626","-5.386072","","","0","","","","0","",""
"2309-NODE/8196137648","","Bourras","35.55915","-5.38467","","","0","","","","0","",""
"2309-NODE/8196137647","","Pharmacie Rkaina","35.557213","-5.383657","","","0","","","","0","",""
"2309-NODE/8196137646","","Les Jardins d'Andalous","35.555401","-5.381268","","","0","","","","0","",""
"2309-NODE/8196137645","","Saf Al Hamam 1","35.555105","-5.378878","","","0","","","","0","",""
"2309-NODE/8196137644","","Saf Al Hamam 2","35.555207","-5.376708","","","0","","","","0","",""
"2309-NODE/8196137643","","Gare Routière","35.560451","-5.370855","","","0","","","","0","",""
"2309-NODE/8196137642","","Aakbat El Halouf 2","35.562967","-5.368622","","","0","","","","0","",""
"2309-NODE/8196137641","","Aakbat El Halouf 1","35.565013","-5.368506","","","0","","","","0","",""
"2309-NODE/8196697918","","Tamrabet","35.529766","-5.197137","","","0","","","","0","",""
"2309-NODE/8196697917","","Campigne","35.537633","-5.213313","","","0","","","","0","",""
"2309-NODE/6898257881","","Poste Electricité","35.568433","-5.46472","","","0","","","","0","",""
"2309-NODE/8171441723","","Beni Moussa","35.388523","-5.373295","","","0","","","","0","",""
"2309-NODE/8171441722","","Campigne","35.53744","-5.21337","","","0","","","","0","",""
"2309-NODE/8171441721","","Krouche","35.666621","-5.31805","","","0","","","","0","",""
"2309-NODE/8171441720","","Traksat","35.561427","-5.432971","","","0","","","","0","",""
"2309-NODE/8171441727","","Ettoub","35.55706","-5.35251","","","0","","","","0","",""
"2309-NODE/8171441726","","Chwabel","35.563412","-5.249671","","","0","","","","0","",""
"2309-NODE/8171441725","","Kharrouba","35.554031","-5.355025","","","0","","","","0","",""
"2309-NODE/8171441724","","Chomouae","35.61493","-5.27938","","","0","","","","0","",""
"2309-NODE/8171441729","","El Kharrouba","35.580674","-5.290164","","","0","","","","0","",""
"2309-NODE/8171441728","","Kondisa","35.837275","-5.355398","","","0","","","","0","",""
"2309-NODE/6898280152","","Nakkata","35.5651","-5.414894","","","0","","","","0","",""
"2309-NODE/6907340451","","Etablissement Tofola","35.579814","-5.346481","","","0","","","","0","",""
"2309-NODE/8193820478","","Touilaa 2","35.578971","-5.363762","","","0","","","","0","",""
"2309-NODE/8193820479","","El Kariane","35.589433","-5.361484","","","0","","","","0","",""
"2309-NODE/6903993049","","Palais Essalam","35.575288","-5.393783","","","0","","","","0","",""
"2309-NODE/8193820473","","El Kariane","35.589451","-5.361439","","","0","","","","0","",""
"2309-NODE/8193820476","","Teffaline","35.582342","-5.364158","","","0","","","","0","",""
"2309-NODE/8193820477","","Mosquée Ben Aboud","35.580775","-5.363938","","","0","","","","0","",""
"2309-NODE/8193820474","","Aakbat Chata","35.586558","-5.368023","","","0","","","","0","",""
"2309-NODE/8193820475","","Ksar El Khalifa","35.583909","-5.365247","","","0","","","","0","",""
"2309-NODE/6906735407","","Spirada","35.549632","-5.522785","","","0","","","","0","",""
"2309-NODE/8193747823","","Jnan El Haouzi","35.600106","-5.340587","","","0","","","","0","",""
"2309-NODE/8193747822","","Mohamed Smaili","35.597098","-5.343476","","","0","","","","0","",""
"2309-NODE/2134361957","","Kabila","35.720161","-5.337997","","","0","","","","0","",""
"2309-NODE/8193747824","","Hjar Laaroussa","35.603177","-5.341593","","","0","","","","0","",""
"2309-NODE/8243333384","","Ben Karrich","35.506245","-5.439104","","","0","","","","0","",""
"2309-NODE/8243333383","","Ben Karrich","35.506503","-5.439036","","","0","","","","0","",""
"2309-NODE/8243333382","","Ancienne Gare","35.565936","-5.367116","","","0","","","","0","",""
"2309-NODE/8188018839","","Boujarrah 2","35.591397","-5.353571","","","0","","","","0","",""
"2309-NODE/8188018838","","Boujarrah 1","35.593131","-5.350591","","","0","","","","0","",""
"2309-NODE/8188018831","","Avenue Des Far - Safir","35.581029","-5.353208","","","0","","","","0","",""
"2309-NODE/8188018830","","Avenue Des Far - Rettaha","35.578267","-5.356329","","","0","","","","0","",""
"2309-NODE/8188018833","","Avenue Des Far - Wilaya","35.589633","-5.34525","","","0","","","","0","",""
"2309-NODE/8188018832","","Avenue Des Far - Rif","35.586158","-5.347754","","","0","","","","0","",""
"2309-NODE/8188018835","","Boussafou","35.593516","-5.345871","","","0","","","","0","",""
"2309-NODE/8188018834","","Avenue Des Far - El Yazidi","35.592243","-5.343124","","","0","","","","0","",""
"2309-NODE/8188018837","","Boujarrah 1","35.593005","-5.350566","","","0","","","","0","",""
"2309-NODE/6900317845","","Lycée Charif Al Idrissi","35.56867","-5.361224","","","0","","","","0","",""
"2309-NODE/6899069744","","Ancienne Gare","35.566008","-5.367108","","","0","","","","0","",""
"2309-NODE/8197637236","","Chomouae","35.615108","-5.279625","","","0","","","","0","",""
"2309-NODE/8197637237","","Ens","35.617984","-5.275194","","","0","","","","0","",""
"2309-NODE/8197637234","","Chonbira","35.612383","-5.287722","","","0","","","","0","",""
"2309-NODE/8197637235","","Café Bohour","35.613764","-5.283764","","","0","","","","0","",""
"2309-NODE/8197637232","","Oum Keltoum","35.60794","-5.29774","","","0","","","","0","",""
"2309-NODE/8197637233","","Faculté De Lettres","35.609848","-5.294097","","","0","","","","0","",""
"2309-NODE/8197637230","","Palais Riad","35.588406","-5.324956","","","0","","","","0","",""
"2309-NODE/8197637231","","Zone Industrielle","35.601027","-5.304776","","","0","","","","0","",""
"2309-NODE/6899394732","","Amssa","35.526574","-5.230782","","","0","","","","0","",""
"2309-NODE/6899394731","","Mssala","35.44921","-5.09164","","","0","","","","0","",""
"2309-NODE/6903992628","","Ain Semsa","35.591374","-5.406174","","","0","","","","0","",""
"2309-NODE/8197637238","","Miramar","35.619148","-5.273048","","","0","","","","0","",""
"2309-NODE/8197637239","","Chbar","35.624818","-5.274817","","","0","","","","0","",""
"2309-NODE/8191229019","","Résidence Yassmine","35.568364","-5.402299","","","0","","","","0","",""
"2309-NODE/8191229018","","Koudia","35.566638","-5.401596","","","0","","","","0","",""
"2309-NODE/8196161716","","Azla","35.550651","-5.242552","","","0","","","","0","",""
"2309-NODE/8196161714","","Sidi Abdeslam","35.572429","-5.263489","","","0","","","","0","",""
"2309-NODE/8196161715","","Chwabel","35.563485","-5.249601","","","0","","","","0","",""
"2309-NODE/8196161712","","Jamae","35.577263","-5.307382","","","0","","","","0","",""
"2309-NODE/8196161713","","El Kharrouba","35.580848","-5.290252","","","0","","","","0","",""
"2309-NODE/8196161710","","El Manar","35.56781","-5.33661","","","0","","","","0","",""
"2309-NODE/8196161711","","Fabrique Rbahi","35.569692","-5.330776","","","0","","","","0","",""
"2309-NODE/8197425157","","Jamae","35.332691","-5.360203","","","0","","","","0","",""
"2309-NODE/6898280082","","Souk Lakdim","35.620932","-5.495714","","","0","","","","0","",""
"2309-NODE/8197425154","","El Kharrouba","35.356061","-5.370735","","","0","","","","0","",""
"2309-NODE/8171402911","","Ecole Chouhadae","35.569995","-5.399374","","","0","","","","0","",""
"2309-NODE/8171402910","","Barrage Nakhla","35.45128","-5.396582","","","0","","","","0","",""
"2309-NODE/8171402913","","Tamrabet","35.529737","-5.1968","","","0","","","","0","",""
"2309-NODE/8171441719","","Chtab","35.55574","-5.505167","","","0","","","","0","",""
"2309-NODE/8171402915","","Mosquée Boujdad","35.559579","-5.350142","","","0","","","","0","",""
"2309-NODE/8171402914","","M'Diq","35.685533","-5.322794","","","0","","","","0","",""
"2309-NODE/8171402916","","Tahen","35.556751","-5.388947","","","0","","","","0","",""
"2309-NODE/8197563717","","Fadesa","35.807539","-5.352776","","","0","","","","0","",""
"2309-NODE/8191355114","","Wilaya","35.589784","-5.338312","","","0","","","","0","",""
"2309-NODE/8197563719","","Kondisa","35.837244","-5.355542","","","0","","","","0","",""
"2309-NODE/8197563718","","Rifiyenne","35.82145","-5.353968","","","0","","","","0","",""
"2309-NODE/8171441746","","Awchtam","35.508275","-5.156796","","","0","","","","0","",""
"2309-NODE/8191355111","","Ain Maloul","35.583718","-5.342579","","","0","","","","0","",""
"2309-NODE/6903919030","","Taboula","35.565404","-5.401491","","","0","","","","0","",""
"2309-NODE/6904026495","","Route Semsa","35.57859","-5.3993","","","0","","","","0","",""
"2309-NODE/6907472786","","Jnan El Haouzi","35.600103","-5.340555","","","0","","","","0","",""
"2309-NODE/6900317691","","Mohamed Al Kharaz 4","35.583811","-5.352335","","","0","","","","0","",""
"2309-NODE/6904040683","","Avenue D'Egypte","35.598036","-5.324566","","","0","","","","0","",""
"2309-NODE/6906735360","","Sahtrienne","35.560392","-5.467883","","","0","","","","0","",""
"2309-NODE/6907371653","","Ecole Omar Ibn Abdelaziz","35.576522","-5.350217","","","0","","","","0","",""
"2309-NODE/8171441778","","Route Semsa 2","35.582294","-5.401123","","","0","","","","0","",""
"2309-NODE/8171441779","","El Kharrouba","35.35601","-5.37099","","","0","","","","0","",""
"2309-NODE/8171441774","","Koades","35.377681","-5.374584","","","0","","","","0","",""
"2309-NODE/8171441775","","Sdouki","35.63099","-5.325693","","","0","","","","0","",""
"2309-NODE/8171441776","","Khandak De Riyas","35.477174","-5.117107","","","0","","","","0","",""
"2309-NODE/8171441777","","Bousfiha","35.563119","-5.460117","","","0","","","","0","",""
"2309-NODE/8171441770","","Campo","35.64511","-5.321922","","","0","","","","0","",""
"2309-NODE/8171441771","","El Hjar","35.552675","-5.513377","","","0","","","","0","",""
"2309-NODE/8171441772","","Aakbat Chata","35.58656","-5.368067","","","0","","","","0","",""
"2309-NODE/8171441773","","Ain Aicha","35.494786","-5.428433","","","0","","","","0","",""
"2309-NODE/6900317884","","Ancienne Gare","35.566775","-5.366529","","","0","","","","0","",""
"2309-NODE/6900317881","","Afka","35.585879","-5.350885","","","0","","","","0","",""
"2309-NODE/8196758066","","El Manar","35.559582","-5.499769","","","0","","","","0","",""
"2309-NODE/8196758067","","Barrage","35.563204","-5.489351","","","0","","","","0","",""
"2309-NODE/8196758064","","El Hjar","35.552358","-5.513264","","","0","","","","0","",""
"2309-NODE/8196758065","","Chtab","35.555608","-5.504848","","","0","","","","0","",""
"2309-NODE/8196758062","","Ain Lahcen","35.548062","-5.55463","","","0","","","","0","",""
"2309-NODE/8196758063","","Spirada","35.549481","-5.522714","","","0","","","","0","",""
"2309-NODE/8188018829","","Avenue Des Far","35.572204","-5.359894","","","0","","","","0","",""
"2309-NODE/8196758068","","Boukhari","35.561557","-5.481663","","","0","","","","0","",""
"2309-NODE/8196758069","","El Harcha","35.56093","-5.473667","","","0","","","","0","",""
"2309-NODE/8188220755","","Bab Saida","35.573204","-5.363032","","","0","","","","0","",""
"2309-NODE/8188220754","","Ziana","35.575463","-5.363289","","","0","","","","0","",""
"2309-NODE/8188220757","","Casa Bloque","35.567574","-5.365848","","","0","","","","0","",""
"2309-NODE/8188220756","","Bab El Okla","35.570403","-5.363421","","","0","","","","0","",""
"2309-NODE/8188220751","","Jbel Toubkal","35.585042","-5.352091","","","0","","","","0","",""
"2309-NODE/8188220750","","Jbel Atlas","35.58656","-5.349266","","","0","","","","0","",""
"2309-NODE/6900317909","","Avenue Des Far - Wilaya","35.589631","-5.3451","","","0","","","","0","",""
"2309-NODE/8188220752","","Mohamed Al Kharaz 2","35.579334","-5.3589","","","0","","","","0","",""
"2309-NODE/8188220759","","Lot Souani (Place Palestine)","35.6006","-5.326755","","","0","","","","0","",""
"2309-NODE/8188220758","","Jardin Moulay Rachid","35.567033","-5.369037","","","0","","","","0","",""
"2309-NODE/8241076240","","Casablanca 1","35.56626","-5.360152","","","0","","","","0","",""
"2309-NODE/6897145384","","Miramar","35.619198","-5.272936","","","0","","","","0","",""
"2309-NODE/8191149532","","Malik Ibn Dirar - Mosquée","35.57146","-5.420993","","","0","","","","0","",""
"2309-NODE/8241076237","","Mgaz Lhjar 3","35.552231","-5.367492","","","0","","","","0","",""
"2309-NODE/8241076239","","Coelma","35.56356","-5.349625","","","0","","","","0","",""
"2309-NODE/8241076238","","Coelma","35.563689","-5.34948","","","0","","","","0","",""
"2309-NODE/8191149536","","Nakkata","35.565248","-5.414973","","","0","","","","0","",""
"2309-NODE/6898562580","","Orangina","35.572571","-5.404657","","","0","","","","0","",""
"2309-NODE/6539347336","","Avenue Moulay Al Hassan Belmehdi","35.568464","-5.388938","","","0","","","","0","",""
"2309-NODE/6899394700","","Aakbat El Halouf 2","35.562961","-5.368759","","","0","","","","0","",""
"2309-NODE/6899394709","","Abdellah El Fakhar - Afriquia","35.564595","-5.352505","","","0","","","","0","",""
"2309-NODE/8241076243","","Ksar El Kebir - Bab El Okla","35.569048","-5.362782","","","0","","","","0","",""
"2309-NODE/6907426190","","Boussafou","35.593616","-5.346002","","","0","","","","0","",""
"2309-NODE/6900317719","","Setine 60","35.608204","-5.334402","","","0","","","","0","",""
"2309-NODE/8196137654","","Tamuda","35.556109","-5.41623","","","0","","","","0","",""
"2309-NODE/8196137655","","Les Jardins d'Andalous","35.555443","-5.381236","","","0","","","","0","",""
"2309-NODE/8196137650","","Tahen","35.556665","-5.388888","","","0","","","","0","",""
"2309-NODE/8196137651","","Zariaa","35.556139","-5.392222","","","0","","","","0","",""
"2309-NODE/8196137652","","Lotissement Wikaya","35.555417","-5.401276","","","0","","","","0","",""
"2309-NODE/8196137653","","Lafarge","35.55679","-5.404363","","","0","","","","0","",""
"2309-NODE/8196697929","","Riyasna","35.436107","-5.108273","","","0","","","","0","",""
"2309-NODE/8196697928","","Mssala","35.449155","-5.091618","","","0","","","","0","",""
"2309-NODE/8244881546","","Bab El Okla","35.569452","-5.363589","","","0","","","","0","",""
"2309-NODE/8196697921","","Awchtam","35.508456","-5.156709","","","0","","","","0","",""
"2309-NODE/8196697920","","Tamernout","35.519807","-5.176743","","","0","","","","0","",""
"2309-NODE/8196697923","","Tamgart","35.482819","-5.124439","","","0","","","","0","",""
"2309-NODE/6894216890","","Sania","35.735958","-5.341975","","","0","","","","0","",""
"2309-NODE/8196697925","","Mkad","35.463512","-5.100061","","","0","","","","0","",""
"2309-NODE/8196697924","","Khandak De Riyas","35.477304","-5.116953","","","0","","","","0","",""
"2309-NODE/8196697927","","Oued Laou","35.452149","-5.093022","","","0","","","","0","",""
"2309-NODE/8196697926","","Café Dakhla","35.4568","-5.095654","","","0","","","","0","",""
"2309-NODE/6897143980","","Bab El Okla","35.569378","-5.363528","","","0","","","","0","",""
"2309-NODE/8171441730","","Khmis","35.558019","-5.453507","","","0","","","","0","",""
"2309-NODE/8171441731","","Senssla","35.544971","-5.225514","","","0","","","","0","",""
"2309-NODE/8171441732","","Borj","35.615521","-5.275111","","","0","","","","0","",""
"2309-NODE/8196235917","","Kae El Mejri","35.547119","-5.235586","","","0","","","","0","",""
"2309-NODE/8171441734","","Kchoue","35.423453","-5.392396","","","0","","","","0","",""
"2309-NODE/8171441735","","Mgaz Lhjar 1","35.550818","-5.363524","","","0","","","","0","",""
"2309-NODE/8171441736","","Mgaz Lhjar 2","35.552471","-5.365588","","","0","","","","0","",""
"2309-NODE/8171441737","","Boulangerie El Morabet","35.557701","-5.386178","","","0","","","","0","",""
"2309-NODE/8171441738","","Boukhari","35.5617","-5.481418","","","0","","","","0","",""
"2309-NODE/8171441739","","Maison Renault","35.56565","-5.46152","","","0","","","","0","",""
"2309-NODE/8196235918","","Senssla","35.544992","-5.225421","","","0","","","","0","",""
"2309-NODE/8196235919","","Amssa","35.526698","-5.230593","","","0","","","","0","",""
"2309-NODE/6907393004","","Café Warda","35.582914","-5.343826","","","0","","","","0","",""
"2309-NODE/6903993053","","Abdelkrim El Khattabi - Poste Maroc","35.574645","-5.381371","","","0","","","","0","",""
"2309-NODE/8188287496","","Fatima Al Fihria","35.585418","-5.358744","","","0","","","","0","",""
"2309-NODE/6904008870","","Hôpital Espagnol","35.572452","-5.387677","","","0","","","","0","",""
"2309-NODE/6904008875","","Lycée Cadi Ayad","35.572804","-5.380903","","","0","","","","0","",""
"2309-NODE/6907371629","","Supermarché Taw","35.580041","-5.345082","","","0","","","","0","",""
"2309-NODE/6904097002","","Aéroport","35.591007","-5.334067","","","0","","","","0","",""
"2309-NODE/6898279962","","Kmis Anjra","35.664526","-5.510734","","","0","","","","0","",""
"2309-NODE/8188287501","","Cheikh Ben Larbi Alaoui","35.579127","-5.362172","","","0","","","","0","",""
"2309-NODE/6897145472","","Chbar","35.62493","-5.2747","","","0","","","","0","",""
"2309-NODE/6900317820","","Avenue Des Far - Rif","35.586294","-5.347391","","","0","","","","0","",""
"2309-NODE/8191086258","","Afriquia - Mly Hassan Bel Mehdi","35.565662","-5.411768","","","0","","","","0","",""
"2309-NODE/6904040672","","Lot Souani (Place Palestine)","35.600447","-5.326428","","","0","","","","0","",""
"2309-NODE/8191086254","","Ain Dar Zkiek","35.549828","-5.397225","","","0","","","","0","",""
"2309-NODE/8191086255","","Amina Bent Wahab","35.553171","-5.399117","","","0","","","","0","",""
"2309-NODE/8191086256","","Route De Torreta","35.557842","-5.408684","","","0","","","","0","",""
"2309-NODE/8191086257","","Grt Louha","35.558156","-5.412668","","","0","","","","0","",""
"2309-NODE/8191086253","","Dar Zkiek","35.547776","-5.398373","","","0","","","","0","",""
"2309-NODE/8188018826","","Jardin Chellal","35.568073","-5.373799","","","0","","","","0","",""
"2309-NODE/8188018827","","Mekki Nassiri - Aakbat El Halouf","35.565746","-5.368628","","","0","","","","0","",""
"2309-NODE/8188018825","","Avenue Moulay Al Hassan Belmehdi","35.568516","-5.388997","","","0","","","","0","",""
"2309-NODE/1872003113","","Marina Smir","35.749858","-5.346183","","","0","","","","0","",""
"2309-NODE/8188018828","","Lycée Charif Al Idrissi","35.568738","-5.361292","","","0","","","","0","",""
"2309-NODE/1872003110","","Marina","35.75348","-5.346425","","","0","","","","0","",""
"2309-NODE/6900317767","","Avenue Des Far - El Yazidi","35.592158","-5.342964","","","0","","","","0","",""
"2309-NODE/6897145507","","Ahrik","35.630944","-5.284525","","","0","","","","0","",""
"2309-NODE/8197552113","","Restinga","35.766193","-5.348808","","","0","","","","0","",""
"2309-NODE/8197637241","","Ahrik","35.630879","-5.284634","","","0","","","","0","",""
"2309-NODE/8197637240","","Dalia","35.627392","-5.281501","","","0","","","","0","",""
"2309-NODE/6898280116","","Bounazzal 2","35.593846","-5.47741","","","0","","","","0","",""
"2309-NODE/8188287500","","Kallaline","35.592237","-5.35915","","","0","","","","0","",""
"2309-NODE/8197552112","","Marina 2","35.761088","-5.348659","","","0","","","","0","",""
"2309-NODE/1872001921","","Grand Hôtel","35.777713","-5.3484","","","0","","","","0","",""
"2309-NODE/6899217482","","Café Sed","35.446972","-5.393782","","","0","","","","0","",""
